74248,0
23092,0
52567,0
6738,0
39970,0
8938,0
20316,0
40855,0
18939,0
41086,0
15534,0
74091,0
12071,0
14581,0
56447,0
61374,0
29997,0
14216,0
48040,0
62575,0
24760,0
56461,0
73019,0
65245,0
55578,0
67872,1
7034,0
22353,0
53302,0
65171,0
68954,0
68501,0
10581,0
27285,0
36868,0
68950,0
49937,0
44187,0
4252,0
10332,0
70183,0
23487,0
12739,0
11282,1
64137,0
56644,0
31990,0
59039,0
53941,0
16925,0
76488,1
36460,0
65514,0
32594,0
44744,0
67324,0
52078,0
39025,0
49066,0
36569,0
262,0
63815,0
10804,0
21359,0
12341,0
46512,0
38230,0
67160,0
30735,0
25623,1
43198,0
70296,0
48594,0
13407,0
64910,0
75363,0
52428,0
29193,0
32648,0
66288,0
55261,0
58802,0
26003,1
12584,1
71249,0
66758,0
39024,0
32712,0
34247,0
24767,0
60280,0
61936,0
71760,0
11845,0
2175,0
71778,0
9421,1
55270,0
13746,0
20294,0
18474,0
54596,0
46306,0
62170,0
6590,0
26345,0
5086,0
15943,0
45326,0
58100,0
24822,0
10134,0
40984,0
71766,0
23554,0
69878,0
27833,1
54245,1
54707,0
38177,0
76550,0
73773,0
1922,0
18103,0
16378,1
71592,0
63493,0
67467,1
68557,0
22624,0
74406,0
58311,0
66967,0
34142,0
71841,0
18099,0
62910,0
48104,0
5071,0
74092,0
40599,0
68240,0
24009,0
31525,0
48191,0
47996,0
4824,0
74122,0
63207,0
55176,0
702,0
49516,0
31427,0
72127,1
4137,0
75615,0
42341,0
22314,0
1243,0
5027,0
34096,0
17652,0
29516,0
73847,0
12356,0
23124,0
13689,0
43903,0
33069,0
27369,0
2203,0
66323,0
48829,0
76282,0
69805,0
57166,0
42070,0
75732,1
38886,0
43064,0
42942,1
45467,0
43704,0
12893,0
19536,0
30720,0
48925,0
3892,0
74542,0
72174,0
53136,0
60644,0
65538,0
26966,0
53247,0
12510,0
57579,0
65299,0
32212,0
13851,0
48518,0
57249,0
45283,0
22819,0
54657,1
5163,0
13930,0
41054,0
3137,0
42214,0
18625,0
3242,0
52278,0
48582,0
73842,0
17952,0
7670,0
72698,0
32681,0
46311,0
41467,0
4828,0
40211,0
54710,0
20018,0
14242,0
5486,0
39163,0
4815,0
25561,1
73205,0
13421,0
62057,0
65546,0
68847,0
2608,0
51208,1
42864,1
61295,0
77313,0
49014,1
62713,0
44148,0
29217,0
4293,1
58149,0
62902,0
57191,0
63681,0
32912,0
58364,0
22675,0
23123,0
55606,0
25624,0
21022,0
67512,0
32582,0
12880,0
18464,1
48956,0
37902,0
73465,0
68239,0
19548,0
40483,0
26066,0
16485,1
8303,0
72091,0
33589,0
8541,0
48825,0
3461,0
63998,0
63047,0
14194,0
53721,0
23930,0
59384,0
7339,0
37302,0
37124,0
2447,0
66014,0
69295,0
66383,0
62852,0
34642,0
821,0
70935,0
46423,1
77894,0
67062,0
76580,0
48295,0
33141,0
30956,0
40165,0
22522,0
77278,0
61278,0
58739,1
77379,0
67371,0
44019,0
9378,0
47308,0
39693,0
55178,0
41304,0
26997,0
15618,0
49802,0
22823,0
73304,0
687,0
50160,0
75923,0
6489,0
72149,0
33262,0
67874,0
17905,0
36017,0
18844,0
25433,0
25672,0
29496,1
66837,0
38987,0
73298,0
37644,0
44417,0
3479,0
31059,0
33984,0
19304,0
67973,0
54859,0
42766,0
51831,0
40729,0
31065,0
36680,0
30355,0
59748,0
55686,1
67129,1
37753,1
39130,0
46589,0
28338,0
1601,0
31501,0
49222,0
19741,0
12311,0
37155,0
57923,0
3572,0
15230,0
34760,0
34167,0
2473,0
14023,0
76697,0
2359,0
9099,0
29394,0
21942,1
71869,0
39834,0
9211,0
44775,0
34865,0
72074,0
39796,0
65133,0
46149,0
49263,0
28741,0
52889,0
58671,0
25920,0
25510,0
63017,0
65863,0
38565,0
27340,0
59906,0
40820,1
7351,0
36724,0
2259,0
41508,0
9682,0
22508,0
21435,0
60156,0
67700,0
37528,0
55624,0
15394,0
11760,0
71627,0
49863,0
31444,0
44416,0
56861,0
67996,0
8185,0
39415,0
43605,0
45121,0
10370,0
32754,0
40060,0
68496,0
50274,0
73868,0
19869,1
62655,0
43154,0
65146,0
70314,0
76159,0
817,0
27930,0
40966,0
33962,0
11593,0
27382,0
42039,0
51331,0
45600,0
70047,1
54418,0
5670,0
51642,1
71062,0
47152,0
65776,0
76269,0
69709,0
75228,0
19782,0
62817,0
34784,0
27694,0
22714,0
66174,0
46573,0
9336,0
27663,0
61173,0
49947,0
71740,0
2933,1
14457,0
52668,0
12579,0
30653,0
37200,0
34403,0
39484,0
36908,0
11244,0
57315,0
39292,0
42999,0
39563,0
34899,0
76415,0
67516,0
44802,0
43998,0
53901,1
33345,0
41520,0
54080,0
26187,0
29206,0
41691,0
16791,0
7830,0
37380,0
16679,0
35211,0
37933,0
40024,0
40849,0
54359,0
15148,0
38955,0
24986,0
43209,0
51965,0
52052,0
47813,0
48563,0
61290,0
52283,0
68889,0
25706,0
18922,0
16918,0
76230,0
52426,0
20334,1
34811,0
66521,0
17056,0
63746,0
38242,0
27913,0
42351,0
9649,0
23764,0
75956,0
58074,0
31884,0
6563,0
36616,0
46392,0
72338,0
56490,0
34952,0
4080,0
28495,0
76696,0
12438,1
9180,0
6218,0
56281,0
21684,0
40584,0
44062,0
34841,0
34666,0
61316,0
60629,0
23603,0
72461,0
58556,0
71705,0
69413,0
20366,0
66705,0
30035,0
67092,1
48650,1
63417,0
728,0
20961,0
16930,0
72374,0
8596,0
64218,0
77688,0
61090,0
33334,0
308,0
64255,0
43552,0
53286,0
2229,0
3094,0
8311,0
36392,0
75668,0
70892,0
51159,0
36474,0
60951,0
19245,0
72882,1
10223,0
58646,0
48111,0
46905,0
63744,0
46349,0
46882,0
20092,0
36624,0
23683,0
71394,0
74737,0
68092,1
63810,0
6452,0
40221,0
44214,0
68480,0
58515,0
57035,0
1711,0
29069,0
31878,0
59894,1
47255,0
53913,0
72039,0
77496,0
12719,0
7515,0
68216,1
2269,0
53951,0
62839,0
15891,0
42301,0
8629,0
55716,0
77871,0
32578,0
30340,0
60420,0
68533,0
2579,0
27105,0
29395,0
39091,1
19363,0
76184,0
17365,0
66737,0
9498,0
76082,0
17770,0
18269,0
39212,0
41119,0
23059,0
20607,0
53544,0
62140,0
73686,0
20350,0
65406,0
55807,0
17386,0
13921,0
42721,0
27911,0
33742,0
22594,0
18225,0
44886,0
37811,0
53632,0
54671,0
50848,0
48891,0
31075,0
69141,0
53972,0
49400,0
35197,0
66266,0
60998,0
52137,0
1587,0
36769,0
13469,0
55868,0
56751,0
28228,0
1750,0
9687,0
20028,0
63148,0
56531,0
11584,1
72086,0
76225,0
46428,0
27098,0
25201,0
46736,0
51490,0
66546,1
24827,0
12013,0
50711,1
3598,0
13487,0
45214,0
56582,0
45454,0
996,0
67290,0
20707,0
33674,0
1753,0
19842,0
76530,0
24097,0
54047,0
69790,0
29121,0
72027,0
26315,0
59004,0
19249,0
75549,0
43855,0
30780,1
57083,0
38007,0
68606,0
41434,0
62594,0
62424,0
54522,1
50715,0
23446,0
60865,1
14760,1
70167,0
11852,0
16574,0
45461,0
49044,0
64663,0
38455,0
40195,0
52331,0
15303,0
11220,0
30832,0
47348,1
18709,0
42065,0
28637,0
41255,0
13938,0
35648,0
48673,0
9715,0
44821,0
27404,1
35870,0
46143,0
43311,0
71427,0
36247,0
19160,0
53698,0
66778,0
73319,0
43200,0
37972,0
30054,1
10962,1
55262,0
62705,0
22604,0
64089,0
40918,0
41251,0
29419,0
41669,0
12003,0
26769,1
51120,0
3752,0
59187,0
22085,0
49131,0
65266,0
5217,1
50953,0
68266,0
27058,0
10058,0
63704,0
34171,1
47016,0
38992,0
13498,0
44027,0
12571,0
54586,0
41063,0
38727,0
42921,0
71718,0
19366,0
50123,0
61621,0
57050,0
32468,0
61338,0
499,0
1159,0
72907,1
23991,0
42233,0
53264,0
42800,0
36210,0
3335,0
41026,0
47897,0
27785,0
37717,0
49299,0
7283,0
77007,0
8169,1
73523,0
38651,0
36322,0
9350,0
50572,0
16745,0
25590,0
51885,0
27994,0
49061,0
29581,0
14671,1
52746,0
74476,0
852,0
4769,0
68708,0
11735,0
59220,0
36441,0
43496,0
23265,0
57499,0
49824,0
16217,1
37619,0
38369,0
18707,0
56387,0
27175,0
32304,0
71770,0
61817,0
38579,0
56989,0
36299,0
3520,0
73131,0
74292,0
23703,0
47555,0
15992,1
68374,0
43773,0
61014,0
12025,0
32102,0
28576,1
44514,0
31296,1
356,0
72247,0
4920,0
27953,1
2615,0
64933,0
25086,0
70356,0
74751,0
19302,0
3760,0
65291,1
60712,0
2605,0
38985,0
28109,0
29435,0
57912,0
62685,0
65993,0
14363,0
7558,0
20282,0
12286,0
43326,0
12616,0
54316,0
55587,0
4443,0
77710,0
59202,0
55061,0
